x,y,l_width,r_width
79.3394,954.5236,5,5
79.52221,955.50674,5,5
79.70502,956.48989,5,5
79.89551,957.47155,5,5
80.09469,958.45151,5,5
80.29388,959.43147,5,5
80.49306,960.41143,5,5
80.69225,961.39139,5,5
80.89144,962.37136,5,5
81.10176,963.34896,5,5
81.31727,964.32546,5,5
81.53277,965.30196,5,5
81.74827,966.27847,5,5
81.96378,967.25497,5,5
82.17928,968.23147,5,5
82.40936,969.20463,5,5
82.64112,970.1774,5,5
82.87288,971.15018,5,5
83.10464,972.12295,5,5
83.3364,973.09572,5,5
83.56995,974.06805,5,5
83.8179,975.03683,5,5
84.06586,976.0056,5,5
84.31381,976.97437,5,5
84.56176,977.94314,5,5
84.80971,978.91192,5,5
85.06289,979.8793,5,5
85.32697,980.8438,5,5
85.59104,981.80831,5,5
85.85511,982.77281,5,5
86.11918,983.73731,5,5
86.38325,984.70182,5,5
86.65597,985.66388,5,5
86.93608,986.62384,5,5
87.2162,987.58381,5,5
87.49632,988.54377,5,5
87.77644,989.50374,5,5
88.05656,990.4637,5,5
88.34869,991.42006,5,5
88.64477,992.37522,5,5
88.94086,993.33038,5,5
89.23695,994.28554,5,5
89.53303,995.2407,5,5
89.82912,996.19586,5,5
90.14054,997.14613,5,5
90.45251,998.09622,5,5
90.76449,999.04631,5,5
91.07646,999.9964,5,5
91.38843,1000.94649,5,5
91.70322,1001.89563,5,5
92.03099,1002.84039,5,5
92.35876,1003.78515,5,5
92.68653,1004.72991,5,5
93.0143,1005.67466,5,5
93.34206,1006.61942,5,5
93.68808,1007.55734,5,5
94.06245,1008.48462,5,5
94.43682,1009.4119,5,5
94.81119,1010.33917,5,5
95.18556,1011.26645,5,5
95.55993,1012.19373,5,5
95.94915,1013.11487,5,5
96.33932,1014.03561,5,5
96.72948,1014.95636,5,5
97.11965,1015.8771,5,5
97.50982,1016.79785,5,5
97.90764,1017.71527,5,5
98.31349,1018.62921,5,5
98.71934,1019.54315,5,5
99.12519,1020.45709,5,5
99.53104,1021.37103,5,5
99.93745,1022.28471,5,5
100.35886,1023.19158,5,5
100.78027,1024.09845,5,5
101.20168,1025.00532,5,5
101.62309,1025.91219,5,5
102.0445,1026.81906,5,5
102.47493,1027.72165,5,5
102.91178,1028.62118,5,5
103.34863,1029.52072,5,5
103.78547,1030.42025,5,5
104.22232,1031.31979,5,5
104.66118,1032.21833,5,5
105.11334,1033.11027,5,5
105.5655,1034.0022,5,5
106.01765,1034.89414,5,5
106.46981,1035.78608,5,5
106.92197,1036.67802,5,5
107.38442,1037.56463,5,5
107.85175,1038.44871,5,5
108.31908,1039.33279,5,5
108.78642,1040.21687,5,5
109.25375,1041.10095,5,5
109.72447,1041.9832,5,5
110.20684,1042.85917,5,5
110.68921,1043.73514,5,5
111.17158,1044.61111,5,5
111.65395,1045.48708,5,5
112.13632,1046.36305,5,5
112.63019,1047.23255,5,5
113.12746,1048.10015,5,5
113.62472,1048.96775,5,5
114.12198,1049.83535,5,5
114.61925,1050.70295,5,5
115.12121,1051.5678,5,5
115.63323,1052.42678,5,5
116.14524,1053.28575,5,5
116.65725,1054.14473,5,5
117.16926,1055.00371,5,5
117.68127,1055.86269,5,5
118.20592,1056.71399,5,5
118.73252,1057.5641,5,5
119.25913,1058.41421,5,5
119.78574,1059.26432,5,5
120.31235,1060.11442,5,5
120.8449,1060.96078,5,5
121.38595,1061.80177,5,5
121.927,1062.64276,5,5
122.46805,1063.48375,5,5
123.0091,1064.32474,5,5
123.55016,1065.16573,5,5
124.10488,1065.99776,5,5
124.66021,1066.82939,5,5
125.21554,1067.66101,5,5
125.77088,1068.49264,5,5
126.32621,1069.32427,5,5
126.88864,1070.15107,5,5
127.45809,1070.97309,5,5
128.02755,1071.79512,5,5
128.597,1072.61714,5,5
129.16645,1073.43916,5,5
129.73657,1074.26072,5,5
130.31998,1075.0729,5,5
130.90338,1075.88508,5,5
131.48679,1076.69726,5,5
132.0702,1077.50944,5,5
132.6536,1078.32162,5,5
133.24517,1079.12783,5,5
133.84236,1079.92994,5,5
134.43954,1080.73204,5,5
135.03673,1081.53414,5,5
135.63392,1082.33624,5,5
136.23297,1083.13693,5,5
136.84376,1083.92873,5,5
137.45455,1084.72052,5,5
138.06534,1085.51231,5,5
138.67613,1086.3041,5,5
139.28692,1087.09589,5,5
139.90686,1087.8805,5,5
140.53108,1088.66176,5,5
141.15529,1089.44301,5,5
141.77951,1090.22426,5,5
142.40372,1091.00551,5,5
143.03093,1091.78433,5,5
143.66838,1092.55482,5,5
144.30584,1093.3253,5,5
144.9433,1094.09579,5,5
145.58076,1094.86627,5,5
146.21822,1095.63676,5,5
146.86572,1096.39879,5,5
147.51623,1097.15829,5,5
148.16674,1097.91778,5,5
148.81726,1098.67728,5,5
149.46777,1099.43677,5,5
150.1223,1100.19276,5,5
150.78568,1100.94105,5,5
151.44906,1101.68933,5,5
152.11244,1102.43762,5,5
152.77581,1103.1859,5,5
153.43919,1103.93419,5,5
154.11341,1104.67269,5,5
154.78946,1105.40955,5,5
155.4655,1106.14641,5,5
156.14155,1106.88327,5,5
156.8176,1107.62013,5,5
157.49862,1108.35235,5,5
158.18713,1109.07757,5,5
158.87565,1109.80278,5,5
159.56417,1110.528,5,5
160.25269,1111.25322,5,5
160.94121,1111.97844,5,5
161.64127,1112.69251,5,5
162.34206,1113.40588,5,5
163.04285,1114.11925,5,5
163.74364,1114.83262,5,5
164.44442,1115.54599,5,5
165.15104,1116.25353,5,5
165.86389,1116.95485,5,5
166.57675,1117.65616,5,5
167.2896,1118.35747,5,5
168.00245,1119.05879,5,5
168.7156,1119.75979,5,5
169.44031,1120.44885,5,5
170.16502,1121.13791,5,5
170.88973,1121.82696,5,5
171.61444,1122.51602,5,5
172.33914,1123.20507,5,5
173.08514,1123.87044,5,5
173.84741,1124.5177,5,5
174.60968,1125.16496,5,5
175.37195,1125.81222,5,5
176.13422,1126.45948,5,5
176.89649,1127.10674,5,5
177.65882,1127.75392,5,5
178.4319,1128.38823,5,5
179.20498,1129.02254,5,5
179.97806,1129.65684,5,5
180.75115,1130.29115,5,5
181.52423,1130.92546,5,5
182.29731,1131.55977,5,5
183.0751,1132.18823,5,5
183.85877,1132.80941,5,5
184.64244,1133.43059,5,5
185.42611,1134.05176,5,5
186.20978,1134.67294,5,5
186.99345,1135.29412,5,5
187.77712,1135.91529,5,5
188.56995,1136.52471,5,5
189.36399,1137.13258,5,5
190.15802,1137.74045,5,5
190.95206,1138.34833,5,5
191.7461,1138.9562,5,5
192.54013,1139.56407,5,5
193.33743,1140.1676,5,5
194.14161,1140.76199,5,5
194.94578,1141.35639,5,5
195.74995,1141.95078,5,5
196.55413,1142.54517,5,5
197.3583,1143.13957,5,5
198.16248,1143.73396,5,5
198.97418,1144.31798,5,5
199.78826,1144.89873,5,5
200.60235,1145.47948,5,5
201.41643,1146.06023,5,5
202.23051,1146.64098,5,5
203.0446,1147.22173,5,5
203.86059,1147.79975,5,5
204.68435,1148.36669,5,5
205.50811,1148.93363,5,5
206.33187,1149.50057,5,5
207.15563,1150.06751,5,5
207.97939,1150.63445,5,5
208.80315,1151.20139,5,5
209.6329,1151.75946,5,5
210.4661,1152.31243,5,5
211.2993,1152.8654,5,5
212.1325,1153.41837,5,5
212.9657,1153.97134,5,5
213.7989,1154.52432,5,5
214.63276,1155.07627,5,5
215.47517,1155.61512,5,5
216.31757,1156.15397,5,5
217.15997,1156.69281,5,5
218.00238,1157.23166,5,5
218.84478,1157.77051,5,5
219.68718,1158.30936,5,5
220.53414,1158.84094,5,5
221.38551,1159.36552,5,5
222.23688,1159.89009,5,5
223.08824,1160.41466,5,5
223.93961,1160.93923,5,5
224.79098,1161.4638,5,5
225.64234,1161.98837,5,5
226.50195,1162.49932,5,5
227.36203,1163.00947,5,5
228.22212,1163.51961,5,5
229.08221,1164.02976,5,5
229.94229,1164.53991,5,5
230.80238,1165.05006,5,5
231.66569,1165.55466,5,5
232.53425,1166.05024,5,5
233.40282,1166.54582,5,5
234.27138,1167.0414,5,5
235.13994,1167.53698,5,5
236.0085,1168.03256,5,5
236.87706,1168.52815,5,5
237.75234,1169.01172,5,5
238.62913,1169.4926,5,5
239.50592,1169.97347,5,5
240.38271,1170.45434,5,5
241.2595,1170.93522,5,5
242.13629,1171.41609,5,5
243.01509,1171.89323,5,5
243.89985,1172.35927,5,5
244.78462,1172.8253,5,5
245.66939,1173.29133,5,5
246.55416,1173.75737,5,5
247.43892,1174.2234,5,5
248.32369,1174.68943,5,5
249.21376,1175.14518,5,5
250.10626,1175.59624,5,5
250.99875,1176.0473,5,5
251.89124,1176.49836,5,5
252.78374,1176.94943,5,5
253.67623,1177.40049,5,5
254.56963,1177.84971,5,5
255.4696,1178.28567,5,5
256.36956,1178.72164,5,5
257.26953,1179.1576,5,5
258.16949,1179.59356,5,5
259.06946,1180.02952,5,5
259.96942,1180.46548,5,5
260.8734,1180.89298,5,5
261.78058,1181.31372,5,5
262.68776,1181.73446,5,5
263.59494,1182.1552,5,5
264.50212,1182.57594,5,5
265.4093,1182.99668,5,5
266.31649,1183.41742,5,5
267.23056,1183.82297,5,5
268.1447,1184.22837,5,5
269.05884,1184.63377,5,5
269.97297,1185.03917,5,5
270.88711,1185.44458,5,5
271.80125,1185.84998,5,5
272.71823,1186.24882,5,5
273.63907,1186.63877,5,5
274.55991,1187.02872,5,5
275.48074,1187.41866,5,5
276.40158,1187.80861,5,5
277.32242,1188.19856,5,5
278.24326,1188.58851,5,5
279.16961,1188.9651,5,5
280.09689,1189.33949,5,5
281.02416,1189.71387,5,5
281.95143,1190.08826,5,5
282.87871,1190.46264,5,5
283.80598,1190.83703,5,5
284.73505,1191.20685,5,5
285.6685,1191.56556,5,5
286.60195,1191.92428,5,5
287.53539,1192.283,5,5
288.46884,1192.64172,5,5
289.40228,1193.00043,5,5
290.33573,1193.35915,5,5
291.27346,1193.70644,5,5
292.21281,1194.04939,5,5
293.15217,1194.39234,5,5
294.09152,1194.73529,5,5
295.03087,1195.07824,5,5
295.97023,1195.42119,5,5
296.91047,1195.76164,5,5
297.85546,1196.08872,5,5
298.80046,1196.41581,5,5
299.74545,1196.74289,5,5
300.69045,1197.06998,5,5
301.63544,1197.39706,5,5
302.58044,1197.72415,5,5
303.52861,1198.04182,5,5
304.47897,1198.35295,5,5
305.42934,1198.66407,5,5
306.37971,1198.9752,5,5
307.33008,1199.28633,5,5
308.28044,1199.59746,5,5
309.23093,1199.90823,5,5
310.1864,1200.20331,5,5
311.14187,1200.4984,5,5
312.09734,1200.79348,5,5
313.05281,1201.08857,5,5
314.00828,1201.38366,5,5
314.96375,1201.67874,5,5
315.92223,1201.96367,5,5
316.88431,1202.23644,5,5
317.84639,1202.5092,5,5
318.80847,1202.78197,5,5
319.77055,1203.05473,5,5
320.73263,1203.3275,5,5
321.69471,1203.60027,5,5
322.65679,1203.87303,5,5
323.61959,1204.14319,5,5
324.58616,1204.39961,5,5
325.55272,1204.65602,5,5
326.51929,1204.91243,5,5
327.48586,1205.16884,5,5
328.45243,1205.42525,5,5
329.419,1205.68166,5,5
330.38556,1205.93807,5,5
331.35213,1206.19448,5,5
332.32233,1206.43671,5,5
333.29311,1206.6767,5,5
334.26389,1206.91668,5,5
335.23466,1207.15666,5,5
336.20544,1207.39664,5,5
337.17622,1207.63663,5,5
338.147,1207.87661,5,5
339.11777,1208.11659,5,5
340.09078,1208.34723,5,5
341.06548,1208.57071,5,5
342.04019,1208.7942,5,5
343.0149,1209.01769,5,5
343.9896,1209.24117,5,5
344.96431,1209.46466,5,5
345.93902,1209.68815,5,5
346.91373,1209.91163,5,5
347.88942,1210.13064,5,5
348.86778,1210.33757,5,5
349.84613,1210.5445,5,5
350.82449,1210.75143,5,5
351.80284,1210.95835,5,5
352.7812,1211.16528,5,5
353.75956,1211.37221,5,5
354.73791,1211.57913,5,5
355.71627,1211.78606,5,5
356.6979,1211.97681,5,5
357.67963,1212.16712,5,5
358.66135,1212.35743,5,5
359.64308,1212.54774,5,5
360.6248,1212.73804,5,5
361.60653,1212.92835,5,5
362.58825,1213.11866,5,5
363.56998,1213.30897,5,5
364.55379,1213.488,5,5
365.5386,1213.66163,5,5
366.52341,1213.83527,5,5
367.50822,1214.00891,5,5
368.49303,1214.18254,5,5
369.47784,1214.35618,5,5
370.46265,1214.52981,5,5
371.44746,1214.70345,5,5
372.43333,1214.87074,5,5
373.42094,1215.02766,5,5
374.40855,1215.18457,5,5
375.39617,1215.34148,5,5
376.38378,1215.4984,5,5
377.37139,1215.65531,5,5
378.359,1215.81223,5,5
379.34662,1215.96914,5,5
380.33443,1216.12468,5,5
381.32457,1216.26482,5,5
382.3147,1216.40497,5,5
383.30483,1216.54512,5,5
384.29496,1216.68527,5,5
385.28509,1216.82542,5,5
386.27522,1216.96557,5,5
387.26535,1217.10571,5,5
388.25548,1217.24586,5,5
389.24736,1217.37282,5,5
390.23973,1217.49616,5,5
391.23209,1217.6195,5,5
392.22446,1217.74284,5,5
393.21682,1217.86619,5,5
394.20918,1217.98953,5,5
395.20155,1218.11287,5,5
396.19391,1218.23621,5,5
397.18723,1218.35135,5,5
398.18154,1218.45785,5,5
399.17585,1218.56435,5,5
400.17016,1218.67085,5,5
401.16448,1218.77735,5,5
402.15879,1218.88385,5,5
403.1531,1218.99035,5,5
404.14741,1219.09685,5,5
405.14204,1219.20015,5,5
406.13802,1219.28978,5,5
407.13399,1219.37941,5,5
408.12997,1219.46904,5,5
409.12594,1219.55867,5,5
410.12192,1219.6483,5,5
411.11789,1219.73793,5,5
412.11387,1219.82756,5,5
413.10984,1219.91719,5,5
414.10705,1219.99174,5,5
415.1044,1220.06448,5,5
416.10175,1220.13721,5,5
417.0991,1220.20994,5,5
418.09645,1220.28268,5,5
419.0938,1220.35541,5,5
420.09116,1220.42814,5,5
421.08851,1220.50088,5,5
422.0857,1220.57571,5,5
423.08279,1220.65199,5,5
424.07987,1220.72826,5,5
425.07696,1220.80453,5,5
426.07405,1220.88081,5,5
427.07114,1220.95708,5,5
428.06822,1221.03335,5,5
429.06531,1221.10963,5,5
430.0624,1221.1859,5,5
431.05948,1221.26217,5,5
432.05657,1221.33844,5,5
433.05366,1221.41472,5,5
434.05074,1221.49099,5,5
435.04783,1221.56726,5,5
436.04492,1221.64354,5,5
437.04201,1221.71981,5,5
438.03909,1221.79608,5,5
439.03618,1221.87235,5,5
440.03327,1221.94863,5,5
441.03035,1222.0249,5,5
442.02744,1222.10117,5,5
443.02453,1222.17745,5,5
444.02161,1222.25372,5,5
445.0187,1222.32999,5,5
446.01579,1222.40627,5,5
447.01288,1222.48254,5,5
448.00996,1222.55881,5,5
449.00705,1222.63508,5,5
450.00414,1222.71136,5,5
451.00122,1222.78763,5,5
451.99831,1222.8639,5,5
452.9954,1222.94018,5,5
453.99248,1223.01645,5,5
454.98957,1223.09272,5,5
455.98666,1223.169,5,5
456.98375,1223.24527,5,5
457.98083,1223.32154,5,5
458.97792,1223.39781,5,5
459.97501,1223.47409,5,5
460.97209,1223.55036,5,5
461.96918,1223.62663,5,5
462.96627,1223.70291,5,5
463.96335,1223.77918,5,5
464.96044,1223.85545,5,5
465.95753,1223.93173,5,5
466.95461,1224.008,5,5
467.9517,1224.08427,5,5
468.94879,1224.16054,5,5
469.94588,1224.23682,5,5
470.94296,1224.31309,5,5
471.94005,1224.38936,5,5
472.93714,1224.46564,5,5
473.93422,1224.54191,5,5
474.93131,1224.61818,5,5
475.9284,1224.69445,5,5
476.92548,1224.77073,5,5
477.92257,1224.847,5,5
478.91966,1224.92327,5,5
479.91675,1224.99955,5,5
480.91383,1225.07582,5,5
481.91092,1225.15209,5,5
482.90801,1225.22837,5,5
483.90509,1225.30464,5,5
484.90218,1225.38091,5,5
485.89927,1225.45718,5,5
486.89635,1225.53346,5,5
487.89344,1225.60973,5,5
488.89053,1225.686,5,5
489.88762,1225.76228,5,5
490.8847,1225.83855,5,5
491.88179,1225.91482,5,5
492.87888,1225.9911,5,5
493.87596,1226.06737,5,5
494.87305,1226.14364,5,5
495.87014,1226.21991,5,5
496.86722,1226.29619,5,5
497.86431,1226.37246,5,5
498.8614,1226.44873,5,5
499.85848,1226.52501,5,5
500.85557,1226.60128,5,5
501.85266,1226.67755,5,5
502.84975,1226.75383,5,5
503.84683,1226.8301,5,5
504.84392,1226.90637,5,5
505.84101,1226.98264,5,5
506.83809,1227.05892,5,5
507.83518,1227.13519,5,5
508.83227,1227.21146,5,5
509.82935,1227.28774,5,5
510.82644,1227.36401,5,5
511.82353,1227.44028,5,5
512.82062,1227.51656,5,5
513.8177,1227.59283,5,5
514.81479,1227.6691,5,5
515.81188,1227.74537,5,5
516.80896,1227.82165,5,5
517.80605,1227.89792,5,5
518.80314,1227.97419,5,5
519.80022,1228.05047,5,5
520.79731,1228.12674,5,5
521.7944,1228.20301,5,5
522.79149,1228.27928,5,5
523.78857,1228.35556,5,5
524.78566,1228.43183,5,5
525.78275,1228.5081,5,5
526.77983,1228.58438,5,5
527.77692,1228.66065,5,5
528.77401,1228.73692,5,5
529.77109,1228.8132,5,5
530.76818,1228.88947,5,5
531.76527,1228.96574,5,5
532.76236,1229.04201,5,5
533.75944,1229.11829,5,5
534.75653,1229.19456,5,5
535.75362,1229.27083,5,5
536.7507,1229.34711,5,5
537.74779,1229.42338,5,5
538.74488,1229.49965,5,5
539.74196,1229.57593,5,5
540.73905,1229.6522,5,5
541.73614,1229.72847,5,5
542.73322,1229.80474,5,5
543.73031,1229.88102,5,5
544.7274,1229.95729,5,5
545.72449,1230.03356,5,5
546.72157,1230.10984,5,5
547.71866,1230.18611,5,5
548.71575,1230.26238,5,5
549.71283,1230.33866,5,5
550.70992,1230.41493,5,5
551.70701,1230.4912,5,5
552.70409,1230.56747,5,5
553.70118,1230.64375,5,5
554.69827,1230.72002,5,5
555.69536,1230.79629,5,5
556.69244,1230.87257,5,5
557.68953,1230.94884,5,5
558.68662,1231.02511,5,5
559.6837,1231.10139,5,5
560.68079,1231.17766,5,5
561.67788,1231.25393,5,5
562.67496,1231.3302,5,5
563.67205,1231.40648,5,5
564.66914,1231.48275,5,5
565.66623,1231.55902,5,5
566.66331,1231.6353,5,5
567.6604,1231.71157,5,5
568.65749,1231.78784,5,5
569.65457,1231.86411,5,5
570.65166,1231.94039,5,5
571.64875,1232.01666,5,5
572.64583,1232.09293,5,5
573.64292,1232.16921,5,5
574.64001,1232.24548,5,5
575.63709,1232.32175,5,5
576.63418,1232.39803,5,5
577.63127,1232.4743,5,5
578.62836,1232.55057,5,5
579.62544,1232.62684,5,5
580.62253,1232.70312,5,5
581.61962,1232.77939,5,5
582.6167,1232.85566,5,5
583.61379,1232.93194,5,5
584.61088,1233.00821,5,5
585.60796,1233.08448,5,5
586.60505,1233.16076,5,5
587.60214,1233.23703,5,5
588.59923,1233.3133,5,5
589.59631,1233.38957,5,5
590.5934,1233.46585,5,5
591.59049,1233.54212,5,5
592.58757,1233.61839,5,5
593.58466,1233.69467,5,5
594.58175,1233.77094,5,5
595.57883,1233.84721,5,5
596.57592,1233.92349,5,5
597.57301,1233.99976,5,5
598.5701,1234.07603,5,5
599.56718,1234.1523,5,5
600.56427,1234.22858,5,5
601.56136,1234.30485,5,5
602.55844,1234.38112,5,5
603.55553,1234.4574,5,5
604.55262,1234.53367,5,5
605.5497,1234.60994,5,5
606.54679,1234.68622,5,5
607.54388,1234.76249,5,5
608.54097,1234.83876,5,5
609.53805,1234.91503,5,5
610.53514,1234.99131,5,5
611.53223,1235.06758,5,5
612.52931,1235.14385,5,5
613.5264,1235.22013,5,5
614.52349,1235.2964,5,5
615.52057,1235.37267,5,5
616.51766,1235.44894,5,5
617.51475,1235.52522,5,5
618.51183,1235.60149,5,5
619.50892,1235.67776,5,5
620.50601,1235.75404,5,5
621.5031,1235.83031,5,5
622.50018,1235.90658,5,5
623.49727,1235.98286,5,5
624.49436,1236.05913,5,5
625.49144,1236.1354,5,5
626.48853,1236.21167,5,5
627.48562,1236.28795,5,5
628.4827,1236.36422,5,5
629.47979,1236.44049,5,5
630.47688,1236.51677,5,5
631.47397,1236.59304,5,5
632.47105,1236.66931,5,5
633.46814,1236.74559,5,5
634.46523,1236.82186,5,5
635.46231,1236.89813,5,5
636.4594,1236.9744,5,5
637.45649,1237.05068,5,5
638.45357,1237.12695,5,5
639.45066,1237.20322,5,5
640.44775,1237.2795,5,5
641.44484,1237.35577,5,5
642.44192,1237.43204,5,5
643.43901,1237.50832,5,5
644.4361,1237.58459,5,5
645.43318,1237.66086,5,5
646.43027,1237.73713,5,5
647.42736,1237.81341,5,5
648.42444,1237.88968,5,5
649.42153,1237.96595,5,5
650.41862,1238.04223,5,5
651.4157,1238.1185,5,5
652.41279,1238.19477,5,5
653.40988,1238.27105,5,5
654.40697,1238.34732,5,5
655.40405,1238.42359,5,5
656.40114,1238.49986,5,5
657.39823,1238.57614,5,5
658.39531,1238.65241,5,5
659.3924,1238.72868,5,5
660.38949,1238.80496,5,5
661.38657,1238.88123,5,5
662.38366,1238.9575,5,5
663.38075,1239.03377,5,5
664.37784,1239.11005,5,5
665.37492,1239.18632,5,5
666.37201,1239.26259,5,5
667.3691,1239.33887,5,5
668.36618,1239.41514,5,5
669.36327,1239.49141,5,5
670.36036,1239.56769,5,5
671.35744,1239.64396,5,5
672.35453,1239.72023,5,5
673.35162,1239.7965,5,5
674.34871,1239.87278,5,5
675.34579,1239.94905,5,5
676.34288,1240.02532,5,5
677.33997,1240.1016,5,5
678.33705,1240.17787,5,5
679.33414,1240.25414,5,5
680.33123,1240.33042,5,5
681.32831,1240.40669,5,5
682.3254,1240.48296,5,5
683.32249,1240.55923,5,5
684.31958,1240.63551,5,5
685.31666,1240.71178,5,5
686.31375,1240.78805,5,5
687.31084,1240.86433,5,5
688.30792,1240.9406,5,5
689.3067,1240.98914,5,5
690.30566,1241.03484,5,5
691.30461,1241.08054,5,5
692.30357,1241.12624,5,5
693.30253,1241.17194,5,5
694.30148,1241.21764,5,5
695.30044,1241.26334,5,5
696.29939,1241.30904,5,5
697.29835,1241.35474,5,5
698.2973,1241.40044,5,5
699.29626,1241.44614,5,5
700.29521,1241.49184,5,5
701.29417,1241.53754,5,5
702.29312,1241.58324,5,5
703.29208,1241.62895,5,5
704.29103,1241.67465,5,5
705.28999,1241.72035,5,5
706.28894,1241.76605,5,5
707.2879,1241.81175,5,5
708.28685,1241.85745,5,5
709.28581,1241.90315,5,5
710.28476,1241.94885,5,5
711.28372,1241.99455,5,5
712.28267,1242.04025,5,5
713.28163,1242.08595,5,5
714.28058,1242.13165,5,5
715.27954,1242.17735,5,5
716.27849,1242.22305,5,5
717.27745,1242.26875,5,5
718.27641,1242.31445,5,5
719.27536,1242.36015,5,5
720.27432,1242.40585,5,5
721.27327,1242.45155,5,5
722.27223,1242.49725,5,5
723.27118,1242.54295,5,5
724.27014,1242.58865,5,5
725.26909,1242.63435,5,5
726.26805,1242.68005,5,5
727.267,1242.72575,5,5
728.26596,1242.77145,5,5
729.26491,1242.81715,5,5
730.26387,1242.86285,5,5
731.26282,1242.90855,5,5
732.26178,1242.95425,5,5
733.26073,1242.99995,5,5
734.25969,1243.04565,5,5
735.25864,1243.09135,5,5
736.2576,1243.13705,5,5
737.25655,1243.18275,5,5
738.25551,1243.22846,5,5
739.25446,1243.27416,5,5
740.25342,1243.31986,5,5
741.25237,1243.36556,5,5
742.25133,1243.41126,5,5
743.25029,1243.45696,5,5
744.24924,1243.50266,5,5
745.2482,1243.54836,5,5
746.24715,1243.59406,5,5
747.24611,1243.63976,5,5
748.24506,1243.68546,5,5
749.24402,1243.73116,5,5
750.24297,1243.77686,5,5
751.24193,1243.82256,5,5
752.24088,1243.86826,5,5
753.23984,1243.91396,5,5
754.23879,1243.95966,5,5
755.23775,1244.00536,5,5
756.2367,1244.05106,5,5
757.23566,1244.09676,5,5
758.23461,1244.14246,5,5
759.23357,1244.18816,5,5
760.23252,1244.23386,5,5
761.23148,1244.27956,5,5
762.23043,1244.32526,5,5
763.22939,1244.37096,5,5
764.22834,1244.41666,5,5
765.2273,1244.46236,5,5
766.22625,1244.50806,5,5
767.22521,1244.55376,5,5
768.22417,1244.59946,5,5
769.22312,1244.64516,5,5
770.22208,1244.69086,5,5
771.22103,1244.73656,5,5
772.21999,1244.78226,5,5
773.21894,1244.82797,5,5
774.2179,1244.87367,5,5
775.21685,1244.91937,5,5
776.21581,1244.96507,5,5
777.21476,1245.01077,5,5
778.21372,1245.05647,5,5
779.21267,1245.10217,5,5
780.21073,1245.1576,5,5
781.19879,1245.31114,5,5
782.18007,1245.50328,5,5
783.15279,1245.73494,5,5
784.11538,1246.00559,5,5
785.06662,1246.31377,5,5
786.00483,1246.65964,5,5
786.9281,1247.04357,5,5
787.8356,1247.46344,5,5
788.72588,1247.91868,5,5
789.59652,1248.41046,5,5
790.44715,1248.93605,5,5
791.27649,1249.49466,5,5
792.08214,1250.08693,5,5
792.86358,1250.71077,5,5
793.61989,1251.36487,5,5
794.34897,1252.04918,5,5
795.04984,1252.76235,5,5
795.72209,1253.50257,5,5
796.36403,1254.26922,5,5
796.97408,1255.06149,5,5
797.55242,1255.87718,5,5
798.09787,1256.71523,5,5
798.60812,1257.57517,5,5
799.08404,1258.45456,5,5
799.5249,1259.35205,5,5
799.92794,1260.26715,5,5
800.29442,1261.19749,5,5
800.62387,1262.14158,5,5
800.91405,1263.09847,5,5
801.16565,1264.06621,5,5
801.3788,1265.04315,5,5
801.55185,1266.02798,5,5
801.68482,1267.01902,5,5
801.77851,1268.01454,5,5
801.83184,1269.01303,5,5
801.84421,1270.01288,5,5
801.83001,1271.01272,5,5
801.85828,1272.01222,5,5
801.93441,1273.00919,5,5
802.05822,1274.00138,5,5
802.22942,1274.98652,5,5
802.44899,1275.96202,5,5
802.71501,1276.92586,5,5
803.02688,1277.87586,5,5
803.38386,1278.80986,5,5
803.78586,1279.72539,5,5
804.23173,1280.62037,5,5
804.71987,1281.49299,5,5
805.24916,1282.3413,5,5
805.81858,1283.16323,5,5
806.42752,1283.95632,5,5
807.0736,1284.71943,5,5
807.75535,1285.45086,5,5
808.4712,1286.14896,5,5
809.22028,1286.8113,5,5
810.00021,1287.43699,5,5
810.80903,1288.02483,5,5
811.64492,1288.57354,5,5
812.50632,1289.08127,5,5
813.39123,1289.54682,5,5
814.29724,1289.96978,5,5
815.24237,1290.28298,5,5
816.21975,1290.49448,5,5
817.19713,1290.70598,5,5
818.17451,1290.91747,5,5
819.15189,1291.12897,5,5
820.12926,1291.34047,5,5
821.10664,1291.55196,5,5
822.08402,1291.76346,5,5
823.0614,1291.97496,5,5
824.03878,1292.18645,5,5
825.01616,1292.39795,5,5
825.99354,1292.60945,5,5
826.97091,1292.82094,5,5
827.94829,1293.03244,5,5
828.92567,1293.24394,5,5
829.90305,1293.45543,5,5
830.88043,1293.66693,5,5
831.85781,1293.87843,5,5
832.83519,1294.08992,5,5
833.81257,1294.30142,5,5
834.78994,1294.51292,5,5
835.76732,1294.72441,5,5
836.7447,1294.93591,5,5
837.72208,1295.14741,5,5
838.69946,1295.3589,5,5
839.67684,1295.5704,5,5
840.65422,1295.7819,5,5
841.6316,1295.9934,5,5
842.60897,1296.20489,5,5
843.58635,1296.41639,5,5
844.56373,1296.62789,5,5
845.54111,1296.83938,5,5
846.51849,1297.05088,5,5
847.49587,1297.26238,5,5
848.47325,1297.47387,5,5
849.45063,1297.68537,5,5
850.428,1297.89687,5,5
851.40538,1298.10836,5,5
852.38276,1298.31986,5,5
853.36014,1298.53136,5,5
854.33752,1298.74285,5,5
855.3149,1298.95435,5,5
856.29228,1299.16585,5,5
857.26965,1299.37734,5,5
858.24703,1299.58884,5,5
859.22441,1299.80034,5,5
