x,y,l_width,r_width
860.20179,1300.01183,5,5
861.17917,1300.22333,5,5
862.15655,1300.43483,5,5
863.13393,1300.64632,5,5
864.11131,1300.85782,5,5
865.08868,1301.06932,5,5
866.06606,1301.28081,5,5
867.04344,1301.49231,5,5
868.02082,1301.70381,5,5
868.9982,1301.9153,5,5
869.97558,1302.1268,5,5
870.95296,1302.3383,5,5
871.93034,1302.54979,5,5
872.90771,1302.76129,5,5
873.88509,1302.97279,5,5
874.86247,1303.18428,5,5
875.83985,1303.39578,5,5
876.81723,1303.60728,5,5
877.79461,1303.81877,5,5
878.77199,1304.03027,5,5
879.74936,1304.24177,5,5
880.72674,1304.45327,5,5
881.70412,1304.66476,5,5
882.6815,1304.87626,5,5
883.65888,1305.08776,5,5
884.63626,1305.29925,5,5
885.61364,1305.51075,5,5
886.5764,1305.77539,5,5
887.52447,1306.09344,5,5
888.47254,1306.4115,5,5
889.42062,1306.72955,5,5
890.36869,1307.04761,5,5
891.31676,1307.36566,5,5
892.26483,1307.68372,5,5
893.21291,1308.00177,5,5
894.16098,1308.31982,5,5
895.10905,1308.63788,5,5
896.05712,1308.95593,5,5
897.0052,1309.27399,5,5
897.95327,1309.59204,5,5
898.90134,1309.9101,5,5
899.84941,1310.22815,5,5
900.79749,1310.5462,5,5
901.74556,1310.86426,5,5
902.69363,1311.18231,5,5
903.6417,1311.50037,5,5
904.58978,1311.81842,5,5
905.53785,1312.13648,5,5
906.48592,1312.45453,5,5
907.43399,1312.77258,5,5
908.38207,1313.09064,5,5
909.33014,1313.40869,5,5
910.27821,1313.72675,5,5
911.22628,1314.0448,5,5
912.17436,1314.36286,5,5
913.12243,1314.68091,5,5
914.0705,1314.99897,5,5
915.01857,1315.31702,5,5
915.96665,1315.63507,5,5
916.91472,1315.95313,5,5
917.86279,1316.27118,5,5
918.81086,1316.58924,5,5
919.75894,1316.90729,5,5
920.70701,1317.22535,5,5
921.65508,1317.5434,5,5
922.60315,1317.86145,5,5
923.55123,1318.17951,5,5
924.4993,1318.49756,5,5
925.44737,1318.81562,5,5
926.39544,1319.13367,5,5
927.34352,1319.45173,5,5
928.29159,1319.76978,5,5
929.23966,1320.08783,5,5
930.18773,1320.40589,5,5
931.13581,1320.72394,5,5
932.08388,1321.042,5,5
933.03195,1321.36005,5,5
933.98002,1321.67811,5,5
934.9281,1321.99616,5,5
935.87617,1322.31421,5,5
936.82424,1322.63227,5,5
937.77231,1322.95032,5,5
938.72039,1323.26838,5,5
939.66846,1323.58643,5,5
940.61653,1323.90449,5,5
941.5646,1324.22254,5,5
942.51268,1324.54059,5,5
943.46075,1324.85865,5,5
944.40882,1325.1767,5,5
945.35689,1325.49476,5,5
946.30497,1325.81281,5,5
947.25304,1326.13087,5,5
948.20111,1326.44892,5,5
949.14918,1326.76698,5,5
950.09726,1327.08503,5,5
951.04533,1327.40308,5,5
951.9934,1327.72114,5,5
952.94147,1328.03919,5,5
953.88955,1328.35725,5,5
954.83762,1328.6753,5,5
955.78569,1328.99336,5,5
956.73376,1329.31141,5,5
957.68184,1329.62946,5,5
958.62991,1329.94752,5,5
959.57798,1330.26557,5,5
960.52605,1330.58363,5,5
961.47413,1330.90168,5,5
962.4222,1331.21974,5,5
963.37027,1331.53779,5,5
964.31834,1331.85584,5,5
965.26642,1332.1739,5,5
966.21449,1332.49195,5,5
967.16256,1332.81001,5,5
968.11063,1333.12806,5,5
969.05871,1333.44612,5,5
970.00678,1333.76417,5,5
970.95485,1334.08222,5,5
971.90292,1334.40028,5,5
972.851,1334.71833,5,5
973.79907,1335.03639,5,5
974.74714,1335.35444,5,5
975.69521,1335.6725,5,5
976.64329,1335.99055,5,5
977.59136,1336.3086,5,5
978.53943,1336.62666,5,5
979.4875,1336.94471,5,5
980.43558,1337.26277,5,5
981.38365,1337.58082,5,5
982.33172,1337.89888,5,5
983.27979,1338.21693,5,5
984.22787,1338.53499,5,5
985.17594,1338.85304,5,5
986.12401,1339.17109,5,5
987.07208,1339.48915,5,5
988.02016,1339.8072,5,5
988.96823,1340.12526,5,5
989.9163,1340.44331,5,5
990.86437,1340.76137,5,5
991.81245,1341.07942,5,5
992.76052,1341.39747,5,5
993.70859,1341.71553,5,5
994.65666,1342.03358,5,5
995.60474,1342.35164,5,5
996.55281,1342.66969,5,5
997.50088,1342.98775,5,5
998.44895,1343.3058,5,5
999.39703,1343.62385,5,5
1000.3451,1343.94191,5,5
1001.29413,1344.25706,5,5
1002.24403,1344.56963,5,5
1003.19392,1344.8822,5,5
1004.14382,1345.19477,5,5
1005.09371,1345.50734,5,5
1006.04361,1345.81991,5,5
1006.9935,1346.13248,5,5
1007.9434,1346.44505,5,5
1008.89329,1346.75762,5,5
1009.84319,1347.07019,5,5
1010.79308,1347.38276,5,5
1011.74298,1347.69533,5,5
1012.69287,1348.0079,5,5
1013.64277,1348.32047,5,5
1014.59266,1348.63304,5,5
1015.54256,1348.94561,5,5
1016.49245,1349.25818,5,5
1017.44235,1349.57075,5,5
1018.39224,1349.88332,5,5
1019.34214,1350.19589,5,5
1020.29203,1350.50846,5,5
1021.24193,1350.82103,5,5
1022.19182,1351.1336,5,5
1023.14172,1351.44616,5,5
1024.09161,1351.75873,5,5
1025.04151,1352.0713,5,5
1025.9914,1352.38387,5,5
1026.9413,1352.69644,5,5
1027.89119,1353.00901,5,5
1028.84108,1353.32158,5,5
1029.79098,1353.63415,5,5
1030.74087,1353.94672,5,5
1031.69077,1354.25929,5,5
1032.64066,1354.57186,5,5
1033.59056,1354.88443,5,5
1034.54045,1355.197,5,5
1035.49035,1355.50957,5,5
1036.44024,1355.82214,5,5
1037.39014,1356.13471,5,5
1038.34003,1356.44728,5,5
1039.28993,1356.75985,5,5
1040.23982,1357.07242,5,5
1041.18972,1357.38499,5,5
1042.13961,1357.69756,5,5
1043.08951,1358.01013,5,5
1044.0394,1358.3227,5,5
1044.9893,1358.63527,5,5
1045.93919,1358.94784,5,5
1046.88909,1359.26041,5,5
1047.83898,1359.57298,5,5
1048.78888,1359.88555,5,5
1049.73877,1360.19812,5,5
1050.68867,1360.51069,5,5
1051.63856,1360.82326,5,5
1052.58846,1361.13583,5,5
1053.53835,1361.4484,5,5
1054.48825,1361.76096,5,5
1055.43814,1362.07353,5,5
1056.38803,1362.3861,5,5
1057.33793,1362.69867,5,5
1058.28782,1363.01124,5,5
1059.23772,1363.32381,5,5
1060.18761,1363.63638,5,5
1061.13751,1363.94895,5,5
1062.0874,1364.26152,5,5
1063.0373,1364.57409,5,5
1063.98719,1364.88666,5,5
1064.93709,1365.19923,5,5
1065.88698,1365.5118,5,5
1066.83688,1365.82437,5,5
1067.78677,1366.13694,5,5
1068.73667,1366.44951,5,5
1069.68656,1366.76208,5,5
1070.63646,1367.07465,5,5
1071.58635,1367.38722,5,5
1072.53625,1367.69979,5,5
1073.48614,1368.01236,5,5
1074.43604,1368.32493,5,5
1075.38593,1368.6375,5,5
1076.33583,1368.95007,5,5
1077.28572,1369.26264,5,5
1078.23562,1369.57521,5,5
1079.18551,1369.88778,5,5
1080.13541,1370.20035,5,5
1081.0853,1370.51292,5,5
1082.0352,1370.82549,5,5
1082.98509,1371.13806,5,5
1083.93499,1371.45063,5,5
1084.88488,1371.7632,5,5
1085.83477,1372.07576,5,5
1086.78467,1372.38833,5,5
1087.73456,1372.7009,5,5
1088.68446,1373.01347,5,5
1089.63435,1373.32604,5,5
1090.58425,1373.63861,5,5
1091.53414,1373.95118,5,5
1092.48404,1374.26375,5,5
1093.43393,1374.57632,5,5
1094.38383,1374.88889,5,5
1095.33372,1375.20146,5,5
1096.28362,1375.51403,5,5
1097.23351,1375.8266,5,5
1098.18341,1376.13917,5,5
1099.1333,1376.45174,5,5
1100.0832,1376.76431,5,5
1101.03309,1377.07688,5,5
1101.98299,1377.38945,5,5
1102.93288,1377.70202,5,5
1103.88278,1378.01459,5,5
1104.83267,1378.32716,5,5
1105.78257,1378.63973,5,5
1106.75718,1378.86145,5,5
1107.73676,1379.06233,5,5
1108.71884,1379.25058,5,5
1109.70329,1379.42619,5,5
1110.6903,1379.58682,5,5
1111.67961,1379.73258,5,5
1112.67068,1379.86561,5,5
1113.66339,1379.98587,5,5
1114.65758,1380.09335,5,5
1115.65337,1380.18509,5,5
1116.65035,1380.26247,5,5
1117.64822,1380.32703,5,5
1118.64685,1380.37874,5,5
1119.64609,1380.4176,5,5
1120.64584,1380.44001,5,5
1121.64578,1380.44865,5,5
1122.64573,1380.44443,5,5
1123.64556,1380.42735,5,5
1124.64511,1380.39741,5,5
1125.644,1380.35039,5,5
1126.64216,1380.29026,5,5
1127.63946,1380.21728,5,5
1128.63574,1380.13149,5,5
1129.63083,1380.03252,5,5
1130.6241,1379.91665,5,5
1131.61576,1379.78801,5,5
1132.60567,1379.64663,5,5
1133.5937,1379.49252,5,5
1134.57952,1379.32473,5,5
1135.56246,1379.14081,5,5
1136.54292,1378.94427,5,5
1137.52077,1378.73513,5,5
1138.49586,1378.51341,5,5
1139.46766,1378.2776,5,5
1140.4356,1378.0265,5,5
1141.40022,1377.76296,5,5
1142.36136,1377.48702,5,5
1143.31888,1377.19873,5,5
1144.27196,1376.89602,5,5
1145.22033,1376.57889,5,5
1146.16451,1376.24959,5,5
1147.10438,1375.90815,5,5
1148.03979,1375.55462,5,5
1148.96955,1375.18645,5,5
1149.89382,1374.80478,5,5
1150.81309,1374.41123,5,5
1151.72721,1374.00587,5,5
1152.63605,1373.58875,5,5
1153.53799,1373.15688,5,5
1154.43377,1372.71245,5,5
1155.32374,1372.2565,5,5
1156.20776,1371.78911,5,5
1157.0857,1371.31035,5,5
1157.95544,1370.81684,5,5
1158.81845,1370.31172,5,5
1159.67487,1369.7955,5,5
1160.52456,1369.26827,5,5
1161.36737,1368.73007,5,5
1162.20072,1368.17732,5,5
1163.02684,1367.61388,5,5
1163.8456,1367.03981,5,5
1164.65689,1366.45521,5,5
1165.46024,1365.8597,5,5
1166.25344,1365.25076,5,5
1167.0387,1364.63163,5,5
1167.81588,1364.00241,5,5
1168.58487,1363.36319,5,5
1169.34484,1362.71323,5,5
1170.09409,1362.05096,5,5
1170.8347,1361.37908,5,5
1171.56655,1360.69767,5,5
1172.28954,1360.00684,5,5
1173.00243,1359.30556,5,5
1173.70412,1358.59309,5,5
1174.39651,1357.87162,5,5
1175.0795,1357.14124,5,5
1175.75299,1356.40207,5,5
1176.41531,1355.65285,5,5
1177.06604,1354.89356,5,5
1177.70686,1354.12592,5,5
1178.33768,1353.35003,5,5
1178.95841,1352.56603,5,5
1179.56692,1351.77248,5,5
1180.16353,1350.96997,5,5
1180.74968,1350.15981,5,5
1181.32526,1349.34211,5,5
1181.89021,1348.517,5,5
1182.44194,1347.68298,5,5
1182.98152,1346.84107,5,5
1183.51013,1345.99225,5,5
1184.01357,1345.1288,5,5
1184.4764,1344.24236,5,5
1184.93453,1343.35351,5,5
1185.38221,1342.45931,5,5
1185.82524,1341.56284,5,5
1186.25764,1340.66116,5,5
1186.68545,1339.75732,5,5
1187.10243,1338.84841,5,5
1187.51489,1337.93747,5,5
1187.91635,1337.02159,5,5
1188.31334,1336.1038,5,5
1188.69914,1335.18122,5,5
1189.08055,1334.25684,5,5
1189.45059,1333.32783,5,5
1189.8163,1332.39713,5,5
1190.17047,1331.46195,5,5
1190.52038,1330.52519,5,5
1190.85858,1329.58412,5,5
1191.19258,1328.64157,5,5
1191.5147,1327.69488,5,5
1191.83269,1326.74681,5,5
1192.13865,1325.79477,5,5
1192.44055,1324.84145,5,5
1192.73024,1323.88433,5,5
1193.01595,1322.92605,5,5
1193.2893,1321.96413,5,5
1193.55874,1321.00114,5,5
1193.81567,1320.03471,5,5
1194.06876,1319.0673,5,5
1194.30919,1318.09663,5,5
1194.54586,1317.12506,5,5
1194.76971,1316.15044,5,5
1194.98989,1315.17501,5,5
1195.19711,1314.19671,5,5
1195.40073,1313.21769,5,5
1195.59125,1312.23601,5,5
1195.77825,1311.25367,5,5
1195.95202,1310.26888,5,5
1196.12235,1309.28352,5,5
1196.27932,1308.29592,5,5
1196.43292,1307.30781,5,5
1196.57304,1306.31767,5,5
1196.70988,1305.3271,5,5
1196.8331,1304.33472,5,5
1196.95313,1303.34198,5,5
1197.05943,1302.34764,5,5
1197.16261,1301.353,5,5
1197.25195,1300.357,5,5
1197.33826,1299.36075,5,5
1197.41061,1298.36337,5,5
1197.48003,1297.36581,5,5
1197.53537,1296.36734,5,5
1197.58786,1295.36874,5,5
1197.62619,1294.36947,5,5
1197.66174,1293.37012,5,5
1197.68304,1292.37035,5,5
1197.70165,1291.37054,5,5
1197.7059,1290.37055,5,5
1197.72426,1289.37128,5,5
1197.82127,1288.37599,5,5
1197.91827,1287.38071,5,5
1198.01527,1286.38543,5,5
1198.11228,1285.39014,5,5
1198.20928,1284.39486,5,5
1198.30628,1283.39957,5,5
1198.40329,1282.40429,5,5
1198.50029,1281.40901,5,5
1198.59729,1280.41372,5,5
1198.6943,1279.41844,5,5
1198.7913,1278.42315,5,5
1198.8883,1277.42787,5,5
1198.98531,1276.43259,5,5
1199.08231,1275.4373,5,5
1199.17931,1274.44202,5,5
1199.27632,1273.44673,5,5
1199.37332,1272.45145,5,5
1199.47032,1271.45617,5,5
1199.56733,1270.46088,5,5
1199.66433,1269.4656,5,5
1199.76133,1268.47031,5,5
1199.85834,1267.47503,5,5
1199.95534,1266.47975,5,5
1200.05234,1265.48446,5,5
1200.14935,1264.48918,5,5
1200.24635,1263.49389,5,5
1200.34335,1262.49861,5,5
1200.44036,1261.50332,5,5
1200.53736,1260.50804,5,5
1200.63436,1259.51276,5,5
1200.73137,1258.51747,5,5
1200.82837,1257.52219,5,5
1200.92537,1256.5269,5,5
1201.02238,1255.53162,5,5
1201.11938,1254.53634,5,5
1201.21638,1253.54105,5,5
1201.31338,1252.54577,5,5
1201.41039,1251.55048,5,5
1201.50739,1250.5552,5,5
1201.60439,1249.55992,5,5
1201.7014,1248.56463,5,5
1201.7984,1247.56935,5,5
1201.8954,1246.57406,5,5
1201.99241,1245.57878,5,5
1202.08941,1244.5835,5,5
1202.18641,1243.58821,5,5
1202.28342,1242.59293,5,5
1202.38042,1241.59764,5,5
1202.47742,1240.60236,5,5
1202.57443,1239.60708,5,5
1202.67143,1238.61179,5,5
1202.76843,1237.61651,5,5
1202.86544,1236.62122,5,5
1202.96244,1235.62594,5,5
1203.05944,1234.63066,5,5
1203.15645,1233.63537,5,5
1203.25345,1232.64009,5,5
1203.35045,1231.6448,5,5
1203.44746,1230.64952,5,5
1203.54446,1229.65423,5,5
1203.64146,1228.65895,5,5
1203.73847,1227.66367,5,5
1203.83547,1226.66838,5,5
1203.93247,1225.6731,5,5
1204.02948,1224.67781,5,5
1204.12648,1223.68253,5,5
1204.22348,1222.68725,5,5
1204.32049,1221.69196,5,5
1204.41749,1220.69668,5,5
1204.51449,1219.70139,5,5
1204.6115,1218.70611,5,5
1204.7085,1217.71083,5,5
1204.8055,1216.71554,5,5
1204.90251,1215.72026,5,5
1204.99951,1214.72497,5,5
1205.09651,1213.72969,5,5
1205.19352,1212.73441,5,5
1205.29052,1211.73912,5,5
1205.38752,1210.74384,5,5
1205.48453,1209.74855,5,5
1205.58153,1208.75327,5,5
1205.67853,1207.75799,5,5
1205.77554,1206.7627,5,5
1205.87254,1205.76742,5,5
1205.96954,1204.77213,5,5
1206.06655,1203.77685,5,5
1206.16355,1202.78157,5,5
1206.26055,1201.78628,5,5
1206.35422,1200.79068,5,5
1206.44651,1199.79495,5,5
1206.5388,1198.79922,5,5
1206.6311,1197.80348,5,5
1206.72339,1196.80775,5,5
1206.81569,1195.81202,5,5
1206.90798,1194.81629,5,5
1207.00028,1193.82056,5,5
1207.09257,1192.82483,5,5
1207.18486,1191.82909,5,5
1207.27716,1190.83336,5,5
1207.36945,1189.83763,5,5
1207.46175,1188.8419,5,5
1207.55404,1187.84617,5,5
1207.64634,1186.85043,5,5
1207.73863,1185.8547,5,5
1207.83092,1184.85897,5,5
1207.92322,1183.86324,5,5
1208.01551,1182.86751,5,5
1208.10781,1181.87178,5,5
1208.2001,1180.87604,5,5
1208.2924,1179.88031,5,5
1208.38469,1178.88458,5,5
1208.47698,1177.88885,5,5
1208.56928,1176.89312,5,5
1208.66157,1175.89739,5,5
1208.75387,1174.90165,5,5
1208.84616,1173.90592,5,5
1208.93846,1172.91019,5,5
1209.03075,1171.91446,5,5
1209.12304,1170.91873,5,5
1209.21534,1169.92299,5,5
1209.30763,1168.92726,5,5
1209.39993,1167.93153,5,5
1209.49222,1166.9358,5,5
1209.58452,1165.94007,5,5
1209.67681,1164.94434,5,5
1209.7691,1163.9486,5,5
1209.8614,1162.95287,5,5
1209.95369,1161.95714,5,5
1210.04599,1160.96141,5,5
1210.13828,1159.96568,5,5
1210.23058,1158.96994,5,5
1210.32287,1157.97421,5,5
1210.41516,1156.97848,5,5
1210.50746,1155.98275,5,5
1210.59975,1154.98702,5,5
1210.69205,1153.99129,5,5
1210.78434,1152.99555,5,5
1210.87664,1151.99982,5,5
1210.96893,1151.00409,5,5
1211.06122,1150.00836,5,5
1211.15352,1149.01263,5,5
1211.24581,1148.0169,5,5
1211.33811,1147.02116,5,5
1211.4304,1146.02543,5,5
1211.5227,1145.0297,5,5
1211.61499,1144.03397,5,5
1211.70728,1143.03824,5,5
1211.79958,1142.0425,5,5
1211.89187,1141.04677,5,5
1211.98417,1140.05104,5,5
1212.07646,1139.05531,5,5
1212.16876,1138.05958,5,5
1212.26105,1137.06385,5,5
1212.35334,1136.06811,5,5
1212.44564,1135.07238,5,5
1212.53793,1134.07665,5,5
1212.63023,1133.08092,5,5
1212.72252,1132.08519,5,5
1212.81482,1131.08946,5,5
1212.90711,1130.09372,5,5
1212.9994,1129.09799,5,5
1213.0917,1128.10226,5,5
1213.18399,1127.10653,5,5
1213.27629,1126.1108,5,5
1213.36858,1125.11506,5,5
1213.46088,1124.11933,5,5
1213.55317,1123.1236,5,5
1213.64546,1122.12787,5,5
1213.73776,1121.13214,5,5
1213.83005,1120.13641,5,5
1213.92235,1119.14067,5,5
1214.01464,1118.14494,5,5
1214.10694,1117.14921,5,5
1214.19923,1116.15348,5,5
1214.29152,1115.15775,5,5
1214.38382,1114.16202,5,5
1214.47611,1113.16628,5,5
1214.56841,1112.17055,5,5
1214.6607,1111.17482,5,5
1214.753,1110.17909,5,5
1214.84529,1109.18336,5,5
1214.93758,1108.18762,5,5
1215.02988,1107.19189,5,5
1215.12217,1106.19616,5,5
1215.21447,1105.20043,5,5
1215.30676,1104.2047,5,5
1215.39906,1103.20897,5,5
1215.49135,1102.21323,5,5
1215.58365,1101.2175,5,5
1215.67594,1100.22177,5,5
1215.76823,1099.22604,5,5
1215.86053,1098.23031,5,5
1215.95282,1097.23458,5,5
1216.04512,1096.23884,5,5
1216.13741,1095.24311,5,5
1216.22971,1094.24738,5,5
1216.322,1093.25165,5,5
1216.41429,1092.25592,5,5
1216.50659,1091.26018,5,5
1216.59888,1090.26445,5,5
1216.69118,1089.26872,5,5
1216.78347,1088.27299,5,5
1216.87577,1087.27726,5,5
1216.96806,1086.28153,5,5
1217.06035,1085.28579,5,5
1217.15265,1084.29006,5,5
1217.24494,1083.29433,5,5
1217.33724,1082.2986,5,5
1217.42953,1081.30287,5,5
1217.52183,1080.30713,5,5
1217.61412,1079.3114,5,5
1217.70641,1078.31567,5,5
1217.79871,1077.31994,5,5
1217.891,1076.32421,5,5
1217.9833,1075.32848,5,5
1218.07559,1074.33274,5,5
1218.14976,1073.33558,5,5
1218.19017,1072.33647,5,5
1218.19743,1071.33656,5,5
1218.17155,1070.33695,5,5
1218.11254,1069.33873,5,5
1218.02004,1068.34306,5,5
1217.89421,1067.35105,5,5
1217.73557,1066.36377,5,5
1217.5443,1065.3823,5,5
1217.32062,1064.40771,5,5
1217.06477,1063.44106,5,5
1216.77703,1062.48343,5,5
1216.45774,1061.53585,5,5
1216.10724,1060.59935,5,5
1215.72593,1059.67496,5,5
1215.31423,1058.76369,5,5
1214.87232,1057.86668,5,5
1214.40053,1056.98501,5,5
1213.89985,1056.11945,5,5
1213.37082,1055.27091,5,5
1212.81404,1054.44033,5,5
1212.23013,1053.62861,5,5
1211.61972,1052.83661,5,5
1210.98349,1052.0652,5,5
1210.32214,1051.3152,5,5
1209.6364,1050.58744,5,5
1208.92702,1049.88267,5,5
1208.19453,1049.20196,5,5
1207.43969,1048.54611,5,5
1206.66366,1047.91551,5,5
1205.80321,1047.40849,5,5
1204.93235,1046.91697,5,5
1204.06149,1046.42544,5,5
1203.19063,1045.93391,5,5
1202.31977,1045.44238,5,5
1201.44891,1044.95085,5,5
1200.57805,1044.45932,5,5
1199.70719,1043.96779,5,5
1198.83633,1043.47626,5,5
1197.96547,1042.98473,5,5
1197.0946,1042.4932,5,5
1196.22374,1042.00167,5,5
1195.35288,1041.51014,5,5
1194.48202,1041.01861,5,5
1193.61116,1040.52708,5,5
1192.7403,1040.03555,5,5
1191.86944,1039.54402,5,5
1190.99858,1039.05249,5,5
1190.12772,1038.56096,5,5
1189.25686,1038.06943,5,5
1188.386,1037.5779,5,5
1187.51513,1037.08637,5,5
1186.64427,1036.59485,5,5
1185.77341,1036.10332,5,5
1184.90255,1035.61179,5,5
1184.03169,1035.12026,5,5
1183.16083,1034.62873,5,5
1182.28997,1034.1372,5,5
1181.41911,1033.64567,5,5
1180.54825,1033.15414,5,5
1179.67739,1032.66261,5,5
1178.80653,1032.17108,5,5
1177.93566,1031.67955,5,5
1177.0648,1031.18802,5,5
1176.19394,1030.69649,5,5
1175.32308,1030.20496,5,5
1174.45222,1029.71343,5,5
1173.58136,1029.2219,5,5
1172.7105,1028.73037,5,5
1171.83964,1028.23884,5,5
1170.96878,1027.74731,5,5
1170.09792,1027.25578,5,5
1169.22706,1026.76426,5,5
1168.35619,1026.27273,5,5
1167.48533,1025.7812,5,5
1166.61447,1025.28967,5,5
1165.74361,1024.79814,5,5
1164.87275,1024.30661,5,5
1164.00189,1023.81508,5,5
1163.13103,1023.32355,5,5
1162.26017,1022.83202,5,5
1161.38931,1022.34049,5,5
1160.51845,1021.84896,5,5
1159.64758,1021.35743,5,5
1158.77672,1020.8659,5,5
1157.90586,1020.37437,5,5
1157.035,1019.88284,5,5
1156.16414,1019.39131,5,5
1155.29328,1018.89978,5,5
1154.42242,1018.40825,5,5
1153.55156,1017.91672,5,5
1152.6807,1017.42519,5,5
1151.80984,1016.93366,5,5
1150.93898,1016.44214,5,5
1150.06811,1015.95061,5,5
1149.19725,1015.45908,5,5
1148.32639,1014.96755,5,5
1147.45553,1014.47602,5,5
1146.58467,1013.98449,5,5
1145.71381,1013.49296,5,5
1144.84295,1013.00143,5,5
1143.97209,1012.5099,5,5
1143.10123,1012.01837,5,5
1142.23037,1011.52684,5,5
1141.35951,1011.03531,5,5
1140.48864,1010.54378,5,5
1139.61778,1010.05225,5,5
1138.74692,1009.56072,5,5
1137.87606,1009.06919,5,5
1137.0052,1008.57766,5,5
1136.13434,1008.08613,5,5
1135.26348,1007.5946,5,5
1134.39262,1007.10307,5,5
1133.52176,1006.61155,5,5
1132.6509,1006.12002,5,5
1131.78004,1005.62849,5,5
1130.90917,1005.13696,5,5
1130.03831,1004.64543,5,5
1129.16745,1004.1539,5,5
1128.29659,1003.66237,5,5
1127.42573,1003.17084,5,5
1126.55487,1002.67931,5,5
1125.68401,1002.18778,5,5
1124.81315,1001.69625,5,5
1123.94229,1001.20472,5,5
1123.07143,1000.71319,5,5
1122.20057,1000.22166,5,5
1121.3297,999.73013,5,5
1120.45884,999.2386,5,5
1119.58798,998.74707,5,5
1118.71712,998.25554,5,5
1117.84626,997.76401,5,5
1116.9754,997.27248,5,5
1116.10454,996.78095,5,5
1115.23368,996.28943,5,5
1114.36282,995.7979,5,5
1113.49196,995.30637,5,5
1112.6211,994.81484,5,5
1111.75023,994.32331,5,5
1110.87937,993.83178,5,5
1110.00851,993.34025,5,5
1109.13765,992.84872,5,5
1108.26679,992.35719,5,5
1107.39593,991.86566,5,5
1106.52507,991.37413,5,5
1105.65421,990.8826,5,5
1104.78335,990.39107,5,5
1103.91249,989.89954,5,5
1103.04163,989.40801,5,5
1102.17076,988.91648,5,5
1101.2999,988.42495,5,5
1100.42904,987.93342,5,5
1099.55818,987.44189,5,5
1098.68732,986.95036,5,5
1097.81646,986.45884,5,5
1096.9456,985.96731,5,5
1096.07474,985.47578,5,5
1095.20388,984.98425,5,5
1094.33302,984.49272,5,5
1093.46216,984.00119,5,5
1092.59129,983.50966,5,5
1091.72043,983.01813,5,5
1090.84957,982.5266,5,5
1089.97871,982.03507,5,5
1089.10785,981.54354,5,5
1088.23699,981.05201,5,5
1087.36613,980.56048,5,5
1086.49527,980.06895,5,5
1085.62441,979.57742,5,5
1084.75355,979.08589,5,5
1083.88269,978.59436,5,5
1083.01182,978.10283,5,5
1082.14096,977.6113,5,5
1081.2701,977.11977,5,5
1080.39924,976.62824,5,5
1079.52838,976.13672,5,5
1078.65752,975.64519,5,5
1077.78666,975.15366,5,5
1076.9158,974.66213,5,5
1076.04494,974.1706,5,5
1075.17408,973.67907,5,5
1074.30321,973.18754,5,5
1073.43235,972.69601,5,5
1072.56149,972.20448,5,5
1071.69063,971.71295,5,5
1070.81977,971.22142,5,5
1069.94891,970.72989,5,5
1069.07805,970.23836,5,5
1068.20719,969.74683,5,5
1067.33633,969.2553,5,5
1066.46547,968.76377,5,5
1065.59461,968.27224,5,5
1064.72374,967.78071,5,5
1063.85288,967.28918,5,5
1062.98202,966.79765,5,5
1062.11116,966.30613,5,5
1061.2403,965.8146,5,5
1060.36944,965.32307,5,5
1059.49858,964.83154,5,5
1058.62772,964.34001,5,5
1057.75686,963.84848,5,5
1056.886,963.35695,5,5
1056.01514,962.86542,5,5
1055.14427,962.37389,5,5
1054.27341,961.88236,5,5
1053.40255,961.39083,5,5
1052.53169,960.8993,5,5
1051.66083,960.40777,5,5
1050.78997,959.91624,5,5
1049.91911,959.42471,5,5
1049.04825,958.93318,5,5
1048.17739,958.44165,5,5
1047.30653,957.95012,5,5
1046.43567,957.45859,5,5
1045.5648,956.96706,5,5
1044.69394,956.47553,5,5
1043.82308,955.98401,5,5
1042.95222,955.49248,5,5
1042.08136,955.00095,5,5
1041.2105,954.50942,5,5
1040.33964,954.01789,5,5
1039.46878,953.52636,5,5
1038.59792,953.03483,5,5
1037.72706,952.5433,5,5
1036.8562,952.05177,5,5
1035.98533,951.56024,5,5
1035.11447,951.06871,5,5
1034.24361,950.57718,5,5
1033.37275,950.08565,5,5
1032.50189,949.59412,5,5
1031.63103,949.10259,5,5
1030.76017,948.61106,5,5
1029.88931,948.11953,5,5
1029.01845,947.628,5,5
1028.14759,947.13647,5,5
1027.27673,946.64494,5,5
1026.40586,946.15342,5,5
1025.535,945.66189,5,5
1024.66414,945.17036,5,5
1023.79328,944.67883,5,5
1022.92242,944.1873,5,5
1022.05156,943.69577,5,5
1021.1807,943.20424,5,5
1020.30984,942.71271,5,5
1019.43898,942.22118,5,5
1018.56812,941.72965,5,5
1017.69726,941.23812,5,5
1016.82639,940.74659,5,5
1015.95553,940.25506,5,5
1015.08467,939.76353,5,5
1014.21381,939.272,5,5
1013.34295,938.78047,5,5
1012.47209,938.28894,5,5
1011.60123,937.79741,5,5
1010.73037,937.30588,5,5
1009.85951,936.81435,5,5
1008.98865,936.32282,5,5
1008.11779,935.8313,5,5
1007.24692,935.33977,5,5
1006.37606,934.84824,5,5
1005.5052,934.35671,5,5
1004.63434,933.86518,5,5
1003.76348,933.37365,5,5
1002.89262,932.88212,5,5
1002.02176,932.39059,5,5
1001.1509,931.89906,5,5
1000.28004,931.40753,5,5
999.40918,930.916,5,5
998.53832,930.42447,5,5
