s_m; x_m; y_m; psi_rad; kappa_radpm; vx_mps; ax_mps2
423.9362623; 33.7880746; 423.0525419; -0.0867964; -0.0000365; 64.3055057; 0.2678548
425.9359616; 33.9614975; 425.0447069; -0.0868714; -0.0000385; 64.3138346; 0.2662790
427.9356610; 34.1350735; 427.0368588; -0.0869500; -0.0000400; 64.3221134; 0.2653990
429.9353603; 34.3088089; 429.0289968; -0.0870312; -0.0000411; 64.3303638; 0.2569822
431.9350597; 34.4827079; 431.0211203; -0.0871141; -0.0000418; 64.3383516; -0.0229991
433.9347590; 34.6567729; 433.0132296; -0.0871976; -0.0000417; 64.3376367; -0.4812891
435.9344584; 34.8310039; 435.0053243; -0.0872806; -0.0000411; 64.3226759; -0.9286813
437.9341577; 35.0053985; 436.9974044; -0.0873618; -0.0000401; 64.2937980; -2.2288529
439.9338571; 35.1799526; 438.9894710; -0.0874404; -0.0000384; 64.2244377; -3.1162664
441.9335564; 35.3546598; 440.9815239; -0.0875154; -0.0000365; 64.1273358; -3.9611991
443.9332558; 35.5295120; 442.9735639; -0.0875860; -0.0000342; 64.0036936; -5.8271755
445.9329551; 35.7045002; 444.9655924; -0.0876517; -0.0000315; 63.8213725; -6.8929173
447.9326545; 35.8796139; 446.9576097; -0.0877119; -0.0000287; 63.6050318; -7.8932764
449.9323538; 36.0548416; 448.9496167; -0.0877662; -0.0000257; 63.3563865; -9.8678311
451.9320532; 36.2301715; 450.9416152; -0.0878144; -0.0000225; 63.0441616; -10.8530684
453.9317525; 36.4055909; 452.9336055; -0.0878562; -0.0000193; 62.6989678; -11.7627093
455.9314519; 36.5810872; 454.9255888; -0.0878916; -0.0000161; 62.3226829; -13.3736388
457.9311512; 36.7566478; 456.9175670; -0.0879207; -0.0000130; 61.8920858; -14.0081261
459.9308506; 36.9322604; 458.9095404; -0.0879439; -0.0000102; 61.4378239; -14.5759394
461.9305499; 37.1079137; 460.9015098; -0.0879617; -0.0000076; 60.9615552; -15.3194172
